name,model,brand,price,elabel,bodytype,length,height,width,weighttotal,emissionsco2,modeldate,fueltype,numberofdoors,numberofforwardgears,seatingcapacity,drivewheelconfiguration,fuelcapacity,fuelconsumption,speed,payload,veenginetype,veenginedisplacement,veenginepower,Buyer,Payment_Method,Price_at_Order,Order_Date
Alfa Romeo MiTo 1.4 Turbo Bifuel Exclusive,Alfa Romeo Mito,Alfa Romeo,22.95,E,hatchback,4063,1453,1720,1120,131 g/km,2010,LPG,3,6,7,front,39,6.2,198,505,ohc,1368,88,Julie Mills,Bank Transfer,24.5,10/11/2018
Renault Grand Scenic 1.9 dCi 130 Bose,Renault Grand Scenic,Renault,34.49,G,mpv,4560,1645,1845,1503,145 g/km,2010,diesel,5,6,7,front,60,5.5,195,660,dohc,1870,96,Kyle Wilson,Credit Card,31.97,11/17/2024
Toyota Yaris 1.3 16v VVT-i Linea Sol,Toyota Yaris,Toyota,15.75,F,hatchback,3750,1530,1695,995,141 g/km,2010,petrol,3,5,5,front,42,6,170,485,dohc,1298,64,Justin Stephens,Cash,17.59,3/13/2019
Audi A3 Limousine 1.6 TDI 110hp Attraction,Audi A3 Limousine,Audi,32.78,D,sedan,4456,1416,1796,1265,98 g/km,2010,diesel,4,7,5,front,50,3.7,203,575,dohc,1598,81,Sharon Jordan,Bank Transfer,31.38,3/18/2025
Volvo S40 1.8 Europa Nordic,Volvo S40,Volvo,26.24,G,sedan,4483,1411,1717,1270,208 g/km,2010,petrol,4,5,5,front,60,8.7,195,510,dohc,1783,90,Gary Moses,Cash,29.78,11/15/2018
Seat Leon 2.0 TDI 184hp FR Business Intense,Seat Leon,Seat,38.48,F,hatchback,4281,1444,1816,1290,120 g/km,2010,diesel,5,7,5,front,50,4.5,228,610,dohc,1968,0,Elizabeth Camacho,Bank Transfer,37.03,10/17/2022
Renault Megane Sedan 1.6 16V Privilege,Renault Megane Sedan,Renault,20.695,G,sedan,4436,1420,1698,1105,174 g/km,2010,petrol,4,4,5,front,60,7.1,191,545,dohc,1598,79,Kenneth Davis,Credit Card,19.87,7/24/2022
Toyota Prius 1.8 Hybrid Dynamic,Toyota Prius,Toyota,31.995,A,hatchback,4540,1470,1760,1350,76 g/km,2010,petrol,5,3,5,front,43,3.3,180,440,dohc,1798,90,Jason Brown,Credit Card,31.39,4/8/2020
Kia Carens 2.0 CVVT M-bition,Kia Carens,Kia,18.13,G,mpv,4493,1609,1748,1375,192 g/km,2010,petrol,5,5,5,front,55,8.1,185,515,dohc,1975,102,Michelle Rivera,Credit Card,18.75,10/26/2023
Volvo V40 D3 Momentum,Volvo V40,Volvo,33.995,E,hatchback,4369,1445,1802,1379,114 g/km,2010,diesel,5,6,5,front,60,4.3,210,641,dohc,1984,110,Christian Ramirez,Bank Transfer,31.43,10/8/2024
Saab 9-5 Estate 3.0 V6 t S,Saab 9-5 Estate,Saab,48.305,N.A.,stationwagon,4808,1497,1792,1630,187 g/km,2010,petrol,5,4,5,front,75,11.4,230,550,dohc,2962,147,Monica Ross,Bank Transfer,57.01,4/10/2021
Chrysler 300C 2.7 V6,Chrysler 300C,Chrysler,59.127,G,sedan,5015,1483,1880,1705,257 g/km,2010,petrol,4,4,5,rear,68,10.8,209,465,dohc,2736,142,Joshua Cohen,Cash,56.86,1/8/2024
Audi A3 1.6 TDI 110hp Attraction,Audi A3,Audi,29.21,D,hatchback,4237,1421,1777,1205,99 g/km,2010,diesel,3,6,5,front,50,3.8,200,585,dohc,1598,81,Timothy Carrillo,Credit Card,33.46,3/22/2023
Peugeot 106 XT 1.6i,Peugeot 106,Peugeot,14.56,N.A.,hatchback,3564,1360,1607,890,187 g/km,2010,petrol,5,5,5,front,45,6.8,180,440,ohc,1587,66,Christina Jones,Cash,13.48,1/10/2023
Mazda CX-5 SkyActiv-G 165 Skylease GT,Mazda CX-5,Mazda,32.75,C,suv/crossover,4555,1710,1840,1285,139 g/km,2010,petrol,5,6,5,front,56,6,200,645,dohc,1997,121,Jill Logan,Cash,35.22,8/9/2022
Fiat 500 TwinAir 80 PopStar,Fiat 500,Fiat,16.795,A,hatchback,3571,1488,1627,905,88 g/km,2010,petrol,3,5,4,front,35,3.8,171,465,ohc,875,59,Dr. Richard Guerrero Jr.,Bank Transfer,18.79,7/3/2024
Porsche 718 Boxster S,Porsche 718 Boxster,Porsche,84.725,F,cabriolet,4379,1280,1801,1360,167 g/km,2010,petrol,2,7,2,rear,64,7.3,285,335,dohc,2497,257,Heidi Bonilla,Cash,85.48,11/16/2021
Citroen Jumpy SpaceTourer M BlueHDi 95 Business,Citroen Jumpy Combi,Citroen,50.087,C,van,4956,1895,1920,1520,148 g/km,2010,diesel,4,5,8,front,69,5.6,145,1115,ohc,1560,70,Adam Schneider,Bank Transfer,59.82,3/12/2023
Seat Leon 1.9 TDI Ecomotive Businessline High,Seat Leon,Seat,26.69,G,hatchback,4315,1458,1768,1250,119 g/km,2010,diesel,5,5,5,front,55,4.5,186,570,ohc,1896,77,Nicholas Sampson,Cash,30.48,9/19/2018
Suzuki Splash 1.2 Comfort,Suzuki Splash,Suzuki,13.599,F,mpv,3715,1590,1680,1015,142 g/km,2010,petrol,5,4,5,front,45,5.9,170,470,dohc,1242,63,Tony Jones,Cash,14.18,7/6/2024
Alfa Romeo 166 2.0 T.Spark Business Edition,Alfa Romeo 166,Alfa Romeo,37.22,G,sedan,4720,1416,1800,1395,230 g/km,2010,petrol,4,6,5,front,72,9.7,211,535,dohc,1970,110,Marisa Sanford,Bank Transfer,42.73,5/9/2024
Mercedes C 63 AMG Edition 507,Mercedes-Benz C-class,Mercedes,134.898,G,sedan,4591,1447,1770,1630,280 g/km,2010,petrol,4,7,5,rear,66,12,280,555,dohc,6208,373,Yolanda Fox,Bank Transfer,155.93,9/27/2021
BMW 318d High Executive,BMW 3-serie,BMW,49.71,G,sedan,4531,1421,1817,1405,140 g/km,2010,diesel,4,6,5,rear,61,5.3,210,545,dohc,1995,105,Ryan Everett,Cash,56.74,12/2/2021
Toyota Auris Touring Sports 1.3 VVT-i Comfort,Toyota Auris Touring Sports,Toyota,20.25,C,stationwagon,4560,1460,1760,1150,130 g/km,2010,petrol,5,6,5,front,50,5.6,175,615,dohc,1329,73,Mrs. Amy Anderson,Cash,22.46,2/10/2019
Ford Mondeo 2.5 V6 24V Trend,Ford Mondeo,Ford,31.895,G,sedan,4731,1429,1812,1425,257 g/km,2010,petrol,4,5,5,front,59,10.7,216,595,dohc,2498,125,Thomas Griffin,Cash,30.97,5/9/2022
Kia Sportage 2.0 CRDi HP AWD X-clusive,Kia Sportage,Kia,41.8,G,suv/crossover,4440,1635,1855,1500,156 g/km,2010,diesel,5,6,5,front+rear,58,6,194,640,dohc,1995,100,Joseph Frye,Cash,47.47,3/10/2019
Peugeot 206 Roland Garros 1.6-16V,Peugeot 206,Peugeot,18.08,G,hatchback,3822,1432,1652,1002,153 g/km,2010,petrol,5,5,5,front,50,6.4,198,565,dohc,1587,80,Dale Jones,Credit Card,19.47,7/7/2024
Renault Kangoo 1.6 16V Privilege,Renault Kangoo,Renault,18.545,G,mpv,4035,1825,1672,1080,177 g/km,2010,petrol,5,5,5,front,50,7.5,170,550,dohc,1598,70,Ashley Davis,Bank Transfer,18.53,5/4/2020
Honda Civic 1.4i S,Honda Civic,Honda,15.129,G,hatchback,4190,1375,1695,940,164 g/km,2010,petrol,3,5,5,front,45,7,177,600,ohc,1396,66,John Woodard,Bank Transfer,16.21,1/4/2020
Opel Astra 1.6i Club,Opel Astra,Opel,17.334,G,hatchback,4110,1425,1709,1055,192 g/km,2010,petrol,3,4,5,front,52,8,163,570,ohc,1598,55,Jimmy Brennan,Bank Transfer,20.6,9/18/2020
Skoda Rapid 1.4 TDI 90hp Greentech Style,Skoda Rapid,Skoda,26.23,D,hatchback,4483,1461,1706,1155,94 g/km,2010,diesel,5,7,5,front,55,3.6,185,560,dohc,1422,66,Jason Shannon,Cash,24.35,12/13/2021
Volvo S40 T5 Exclusive,Volvo S40,Volvo,42.965,G,sedan,4468,1452,1770,1380,224 g/km,2010,petrol,4,5,5,front,62,9.4,235,580,dohc,2521,162,Nicholas Fox,Bank Transfer,45.68,11/30/2022
Saab 9-5 Estate 2.0 t Linear Business,Saab 9-5 Estate,Saab,43.99,G,stationwagon,4828,1501,1792,1555,251 g/km,2010,petrol,5,5,5,front,70,10.6,205,605,dohc,1985,110,Mr. Martin Flores MD,Credit Card,43.64,2/15/2022
Audi A6 2.8 FSI quattro Sport Edition,Audi A6,Audi,64.05,E,sedan,4915,1455,1874,1655,187 g/km,2010,petrol,4,7,5,front+rear,75,8,240,635,dohc,2773,150,Benjamin Martin,Cash,65.86,4/21/2019
Volvo V70 2.5 T Comfort-Line,Volvo V70,Volvo,40.16,N.A.,stationwagon,4720,1410,1760,1501,187 g/km,2010,petrol,5,4,5,front,70,11.2,220,519,dohc,2435,142,Lori Yang,Cash,44.37,11/11/2018
Seat Altea 2.0 TDi Dynamic Style,Seat Altea,Seat,29.79,G,mpv,4280,1568,1768,1405,160 g/km,2010,diesel,5,6,5,front,55,5.8,201,620,ohc,1968,103,Shirley Chapman,Cash,27.31,6/16/2019
Audi A3 1.8 5V Turbo 180hp Ambition,Audi A3,Audi,34.4,G,hatchback,4152,1427,1735,1200,216 g/km,2010,petrol,5,5,5,front,55,9,223,585,dohc,1781,132,Mark Ellis,Cash,37.31,12/18/2022
Ford Mondeo 3.0 V6 24V Titanium,Ford Mondeo,Ford,38.35,G,hatchback,4731,1429,1812,1393,247 g/km,2010,petrol,5,6,5,front,59,10.3,240,602,dohc,2967,150,James Hubbard,Cash,38.5,8/31/2022
Suzuki Alto 1.0 GL,Suzuki Alto,Suzuki,8.03,F,hatchback,3495,1405,1495,725,136 g/km,2010,petrol,5,5,5,front,35,5.7,150,435,ohc,993,40,Alexandra Lin,Credit Card,7.85,2/23/2021
Chrysler PT Cruiser 2.4i Classic,Chrysler PT Cruiser,Chrysler,22.595,G,mpv,4288,1601,1705,1410,231 g/km,2010,petrol,5,5,5,front,57,9.7,195,485,dohc,2429,105,Julie Leonard,Cash,21.71,3/18/2025
Seat Ateca 2.0 TDI 150hp FR Business Intense,Seat Ateca,Seat,42.875,F,suv/crossover,4339,1601,1807,1383,123 g/km,2010,diesel,5,7,5,front,50,4.7,200,627,dohc,1968,0,Rebecca Velez,Cash,43.94,2/10/2021
Volkswagen Sharan 1.4 TSI BMT Highline,Volkswagen Sharan,Volkswagen,51.39,D,mpv,4854,1738,1904,1623,167 g/km,2010,petrol,5,6,5,front,70,7.2,197,667,dohc,1390,110,Laura Taylor,Bank Transfer,55.92,12/20/2024
Mercedes A 250 4MATIC Sport,Mercedes-Benz A-class,Mercedes,54.048,F,hatchback,4299,1433,1780,1405,156 g/km,2010,petrol,5,7,5,front+rear,56,6.6,240,625,dohc,1991,160,Paula Atkinson,Credit Card,62.58,3/21/2022
Opel Meriva 1.3 CDTI ecoFLEX S/S Design Edition,Opel Meriva,Opel,24.795,E,mpv,4288,1615,1812,1360,109 g/km,2010,diesel,5,5,5,front,54,4.1,168,600,dohc,1248,70,Shelby Jarvis,Cash,22.48,8/3/2020
Seat Leon 1.8 TSI FR,Seat Leon,Seat,28.75,D,hatchback,4271,1444,1816,1210,138 g/km,2010,petrol,5,6,5,front,50,6,226,620,dohc,1798,132,Michelle Flores,Cash,30.4,6/30/2019
Mercedes S 350 BlueEFFICIENCY 4Matic Lang Prestige,Mercedes-Benz S-class,Mercedes,113.915,E,sedan,5226,1485,1871,1945,189 g/km,2010,petrol,4,7,5,front+rear,83,8.1,250,685,dohc,3498,225,Anne Weeks,Credit Card,116.83,8/22/2025
Peugeot 308 Blue Lease Premium 1.5 BlueHDi 130,Peugeot 308,Peugeot,29.47,C,hatchback,4253,1457,1804,1155,93 g/km,2010,diesel,5,6,5,front,53,3.7,204,655,dohc,1499,0,Justin Hardin,Bank Transfer,33.11,6/3/2019
Renault Clio 1.6 16V 128 Dynamique,Renault Clio,Renault,18.99,G,hatchback,4027,1493,1707,1115,160 g/km,2010,petrol,3,6,5,front,55,6.9,197,515,ohc,1598,94,Jordan Green,Bank Transfer,19.92,11/8/2018
Mini Cabrio Cooper,Mini Cabrio,Mini,30.339,D,cabriolet,3821,1415,1727,1205,119 g/km,2010,petrol,2,6,4,front,40,5.1,206,490,dohc,1499,100,Heather Underwood,Cash,35.9,12/5/2018
Ford Focus 2.0 TDCi 115hp Trend Sport,Ford Focus,Ford,29.745,G,hatchback,4358,1484,1823,1368,139 g/km,2010,diesel,5,6,5,front,60,5.3,196,682,dohc,1997,85,Brent Anderson,Credit Card,30.54,12/18/2020
Audi 100 CD 2.2,Audi 100,Audi,30.367,N.A.,sedan,4792,1422,1814,1219,187 g/km,2010,petrol,4,4,5,front,80,9.5,199,581,ohc,2226,101,Kyle Ford,Bank Transfer,30.34,6/27/2022
BMW 216d Active Tourer,BMW 2-serie Active Tourer,BMW,38.575,D,mpv,4354,1555,1800,1395,112 g/km,2010,diesel,5,6,5,front,51,4,195,570,dohc,1496,0,John Goodman,Cash,39.8,2/20/2019
Volvo S60 2.5 T AWD,Volvo S60,Volvo,41.01,G,sedan,4576,1428,1804,1550,234 g/km,2010,petrol,4,5,5,front+rear,70,9.8,225,510,dohc,2521,154,Taylor Harris DVM,Bank Transfer,48.49,6/5/2024
Volkswagen Passat Variant 1.4 TSI EcoFuel Trendline,Volkswagen Passat Variant,Volkswagen,36.45,B,stationwagon,4774,1517,1820,1526,119 g/km,2010,natural gas,5,6,5,front,70,4.3,212,624,dohc,1390,110,Joshua Kennedy,Credit Card,39.56,4/21/2019
Rover 45 1.8 Club,Rover 45,Rover,20.59,G,hatchback,4360,1390,1695,1230,172 g/km,2010,petrol,5,5,5,front,55,7.1,193,806,dohc,1796,86,David Adkins,Credit Card,22.8,3/7/2025
Renault Megane Grand Tour 1.6 16V Business,Renault Megane Grand Tour,Renault,24.9,G,stationwagon,4498,1457,1777,1235,184 g/km,2010,petrol,5,4,5,front,60,7.7,180,605,dohc,1598,82,Jennifer Fields,Bank Transfer,22.91,4/26/2023
Opel Astra Stationwagon 1.9 CDTi 100hp Sport,Opel Astra Stationwagon,Opel,27.595,G,stationwagon,4515,1500,1753,1335,165 g/km,2010,diesel,5,6,5,front,52,6.1,180,625,ohc,1910,74,Travis Smith,Credit Card,25.49,1/11/2022
Peugeot 405 GR 1.6,Peugeot 405,Peugeot,14.544,N.A.,sedan,4408,1406,1714,987,187 g/km,2010,petrol,4,5,5,front,70,7.2,177,513,ohc,1580,68,Justin West,Bank Transfer,15.13,3/12/2024
Fiat Panda 1.2 Active,Fiat Panda,Fiat,7.995,E,hatchback,3538,1540,1578,835,119 g/km,2010,petrol,5,5,4,front,35,5,155,470,ohc,1242,44,John Rodriguez,Bank Transfer,7.86,5/17/2020
Ford Tourneo Connect LWB 1.8 TDCi 90hp Trend,Ford Tourneo Connect,Ford,27.5,G,mpv,4571,1982,1795,1567,168 g/km,2010,diesel,5,5,7,front,60,6.4,154,763,ohc,1753,66,Michael Smith,Credit Card,27.02,4/17/2023
Volkswagen Passat 1.6 75hp GL,Volkswagen Passat,Volkswagen,12.744,N.A.,hatchback,4435,1385,1685,955,187 g/km,2010,petrol,5,4,5,front,60,9,164,455,ohc,1588,55,Kevin Richards,Credit Card,13.41,6/5/2022
Ford Fiesta 1.6 16V TDCi Futura,Ford Fiesta,Ford,20.345,G,hatchback,3917,1463,1683,1118,119 g/km,2010,diesel,5,5,5,front,45,4.5,180,492,dohc,1560,66,Tanner Munoz,Credit Card,24.35,5/4/2020
Ford Mondeo 1.6i Business Edition,Ford Mondeo,Ford,18.6,N.A.,sedan,4481,1372,1747,1227,187 g/km,2010,petrol,4,5,5,front,62,7.5,180,498,dohc,1597,66,Joseph Rivera,Cash,19.8,5/20/2023
Ford Mondeo Wagon 2.0 TDCi 115hp Trend,Ford Mondeo Wagon,Ford,33.731,F,stationwagon,4830,1512,1886,1467,154 g/km,2010,diesel,5,5,5,front,70,5.9,192,798,dohc,1998,85,Derek Michael,Bank Transfer,31.93,9/6/2024
Ford Mondeo 2.0i Century,Ford Mondeo,Ford,22.914,G,hatchback,4556,1372,1751,1261,221 g/km,2010,petrol,5,4,5,front,62,8.8,190,584,dohc,1988,96,Traci Colon,Bank Transfer,22.75,2/27/2024
Suzuki S-Cross 1.0 Boosterjet Exclusive,Suzuki S-Cross,Suzuki,25.959,C,suv/crossover,4300,1585,1785,1135,119 g/km,2010,petrol,5,6,5,front,50,5.2,170,595,dohc,988,82,Wayne Smith,Credit Card,29.15,8/8/2025
Renault Clio Oasis 1.9 D,Renault Clio,Renault,12.431,N.A.,hatchback,3709,1395,1625,934,187 g/km,2010,diesel,3,5,5,front,43,5.5,161,551,ohc,1870,48,James Matthews,Bank Transfer,11.81,11/20/2022
Skoda Fabia 1.2 44kW Go,Skoda Fabia,Skoda,9.99,E,hatchback,4000,1498,1642,990,132 g/km,2010,petrol,5,5,5,front,45,5.7,155,565,ohc,1198,44,Carolyn Smith,Credit Card,11.72,9/8/2020
Opel Corsa 1.2-16V Njoy,Opel Corsa,Opel,13.425,G,hatchback,3817,1440,1646,910,151 g/km,2010,petrol,3,5,5,front,44,6.3,170,520,dohc,1199,55,Diane Mccarthy,Bank Transfer,14.53,6/11/2021
Peugeot 208 Blue Lease 1.6 BlueHDi 100,Peugeot 208,Peugeot,18.89,C,hatchback,3962,1460,1739,1055,85 g/km,2010,diesel,5,5,5,front,50,3.3,185,570,dohc,1560,68,Ana Nixon,Bank Transfer,21.69,12/15/2018
Nissan Primera Estate 2.2 DCT Acenta,Nissan Primera Estate,Nissan,30.35,G,stationwagon,4675,1482,1760,1431,161 g/km,2010,diesel,5,6,5,front,62,6.1,195,564,dohc,2184,93,Aaron Lawrence,Cash,27.78,11/30/2018
Citroen Grand C4 Picasso e-HDi 115 Tendance,Citroen Grand C4 Picasso,Citroen,34.14,C,mpv,4597,1638,1826,1295,104 g/km,2010,diesel,5,6,7,front,55,4,189,855,dohc,1560,85,Melissa Roberts,Cash,32.56,11/12/2022
Audi Q3 2.0 TDI 150hp,Audi Q3,Audi,40.9,E,suv/crossover,4388,1608,1831,1460,115 g/km,2010,diesel,5,6,5,front,64,4.4,204,625,dohc,1968,110,Cindy Harris,Bank Transfer,46.43,7/31/2022
Toyota Corolla 1.6 16v VVT-i Linea Terra,Toyota Corolla,Toyota,20.625,G,hatchback,4180,1475,1710,1135,168 g/km,2010,petrol,3,5,5,front,55,7,190,520,dohc,1598,81,Arthur Christian,Cash,21.14,4/25/2025
Audi A6 2.5 TDI 155hp,Audi A6,Audi,45.14,G,sedan,4796,1453,1810,1560,186 g/km,2010,diesel,4,6,5,front,70,6.9,219,550,dohc,2496,114,Ronald Watts,Bank Transfer,41.64,7/31/2019
Audi A3 Sportback 1.4 TFSI COD 150hp Design,Audi A3 Sportback,Audi,31.4,B,hatchback,4313,1426,1785,1205,110 g/km,2010,petrol,5,6,5,front,50,4.7,220,585,dohc,1395,110,Anita Williams,Credit Card,31.39,6/9/2022
Ford Orion 1.6 Ghia,Ford Orion,Ford,13.619,N.A.,sedan,4213,1389,1640,866,187 g/km,2010,petrol,4,5,5,front,47,7,179,484,ohc,1597,66,John Barnes,Bank Transfer,13.72,4/27/2024
Rover 75 2.0 CDT Sterling,Rover 75,Rover,40.78,G,sedan,4747,1427,1778,1485,190 g/km,2010,diesel,4,5,5,front,65,6.9,190,545,dohc,1951,85,Monique Parker,Cash,43.05,4/30/2025
Seat Leon SC 1.6 TDI Ecomotive Lease Comfort,Seat Leon SC,Seat,23.45,B,hatchback,4228,1461,1810,1140,85 g/km,2010,diesel,3,6,5,front,50,3.2,200,590,dohc,1598,81,Brandon Hoover,Bank Transfer,23.01,4/2/2024
Mercedes C 200 CDI Estate,Mercedes-Benz C-class Estate,Mercedes,41.295,G,stationwagon,4606,1459,1770,1515,127 g/km,2010,diesel,5,6,5,rear,59,4.8,209,640,dohc,2143,100,Veronica Webb,Bank Transfer,39.19,10/11/2021
Renault Vel Satis 3.5 V6 24V Expression,Renault Vel Satis,Renault,47.5,G,hatchback,4860,1577,1860,1695,275 g/km,2010,petrol,5,5,5,front,80,11.5,235,575,dohc,3498,177,Krystal Gaines,Cash,45.2,6/20/2025
Volvo S80 T4 Momentum,Volvo S80,Volvo,41.995,B,sedan,4851,1493,1860,1424,137 g/km,2010,petrol,4,6,5,front,70,5.9,220,666,dohc,1595,132,Christopher Burnett,Bank Transfer,39.39,6/27/2019
Renault Kadjar Energy TCe 130 Intens,Renault Kadjar,Renault,30.32,B,suv/crossover,4449,1607,1836,1281,126 g/km,2010,petrol,5,6,5,front,60,5.6,192,572,dohc,1198,96,Stephanie Brooks,Cash,31.68,4/27/2023
Volvo V60 T5 R-Design,Volvo V60,Volvo,46.295,F,stationwagon,4628,1484,1865,1474,186 g/km,2010,petrol,5,6,5,front,68,8,230,656,dohc,1999,176,Charles Jordan,Bank Transfer,47.04,9/21/2023
Volkswagen Golf Plus 1.6 Trendline,Volkswagen Golf Plus,Volkswagen,21.6,G,mpv,4206,1580,1759,1283,183 g/km,2010,petrol,5,5,5,front,55,7.7,180,637,ohc,1595,75,Jennifer Brown,Credit Card,21.77,1/10/2020
Mitsubishi Pajero Long Body 2.5 TD GLX,Mitsubishi Pajero Long Body,Mitsubishi,37.661,N.A.,suv/crossover,4700,1860,1695,1920,187 g/km,2010,diesel,5,5,5,front+rear,75,11.4,145,730,ohc,2477,73,Larry Waters,Bank Transfer,34.36,11/20/2019
Subaru Forester 2.0 X AWD Comfort,Subaru Forester,Subaru,33.1,G,suv/crossover,4485,1590,1735,1380,220 g/km,2010,petrol,5,4,5,front+rear,60,9.3,190,500,ohc,1994,116,Patricia Ruiz,Cash,31.86,6/8/2023
BMW 318d Gran Turismo,BMW 3-serie Gran Turismo,BMW,46.234,C,hatchback,4824,1508,1828,1570,112 g/km,2010,diesel,5,8,5,rear,57,4.3,210,595,dohc,1995,110,Mr. Christopher Martin,Credit Card,54.62,8/8/2021
Toyota Yaris 1.3 16v VVT-i Linea Luna,Toyota Yaris,Toyota,13.19,G,hatchback,3610,1500,1660,860,144 g/km,2010,petrol,3,5,5,front,45,6,175,490,dohc,1299,63,Jessica Adkins,Credit Card,14.5,4/17/2023
Hyundai i10 1.0 i-Drive,Hyundai i10,Hyundai,10.995,B,hatchback,3665,1500,1660,908,98 g/km,2010,petrol,5,5,5,front,35,4.3,155,512,ohc,998,49,Angela Ortiz,Credit Card,9.96,8/31/2024
BMW 120i Business Line Ultimate Edition,BMW 1-serie,BMW,36.26,F,hatchback,4239,1421,1748,1285,155 g/km,2010,petrol,3,6,4,rear,53,6.3,222,525,dohc,1995,125,Kaitlin Fletcher,Credit Card,40.52,10/5/2019
Mercedes E 200 NGD,Mercedes-Benz E-class,Mercedes,52.88,B,sedan,4879,1474,1854,1555,135 g/km,2010,petrol,4,7,5,rear,59,5.8,233,655,dohc,1991,135,Andrew Johnson,Credit Card,60.6,2/15/2021
Renault Clio 1.4 16V Expression,Renault Clio,Renault,15.795,G,hatchback,3812,1417,1639,1005,174 g/km,2010,petrol,5,4,5,front,50,7.3,180,565,dohc,1390,72,Nicole Mclaughlin,Bank Transfer,14.51,8/1/2022
Audi A3 Limousine 2.0 TDI Ambiente Pro Line +,Audi A3 Limousine,Audi,41.59,F,sedan,4456,1416,1796,1315,118 g/km,2010,diesel,4,6,5,front,50,4.5,219,575,dohc,1968,110,Kevin Sutton,Cash,37.91,5/16/2025
Nissan Almera 1.5 Invitation,Nissan Almera,Nissan,17.995,G,hatchback,4197,1448,1706,1154,158 g/km,2010,petrol,5,5,5,front,60,6.6,177,556,dohc,1497,72,Christopher Williamson,Cash,17.52,4/14/2025
Volkswagen Passat 1.6,Volkswagen Passat,Volkswagen,13.716,N.A.,hatchback,4425,1385,1710,992,187 g/km,2010,petrol,5,4,5,front,60,8.4,162,468,ohc,1595,53,Elizabeth Donovan,Cash,16.01,12/24/2018
Mazda 6 SkyActiv-G 2.0 165 Signature,Mazda 6,Mazda,44.75,C,sedan,4865,1450,1840,1414,139 g/km,2010,petrol,4,6,5,front,62,6.1,209,641,dohc,1998,0,Amy Lee,Credit Card,48.25,10/11/2022
Volvo XC60 D4 AWD Momentum,Volvo XC60,Volvo,57.595,G,suv/crossover,4644,1713,1891,1704,169 g/km,2010,diesel,5,6,5,front+rear,70,6.4,190,801,dohc,1984,120,Joan Lamb,Cash,53.22,4/11/2023
Kia Pro_Ceed 1.6 CVVT X-clusive,Kia Pro_Ceed,Kia,22.295,E,hatchback,4250,1450,1790,1157,152 g/km,2010,petrol,3,5,5,front,53,6.4,192,593,dohc,1591,90,Erica Medina,Cash,24.03,9/4/2020
Opel Astra Stationwagon 1.9 CDTi 120hp Cosmo,Opel Astra Stationwagon,Opel,30.475,G,stationwagon,4515,1500,1753,1350,165 g/km,2010,diesel,5,6,5,front,52,6.1,190,625,ohc,1910,88,Zachary Gibson,Credit Card,31.72,3/18/2021
Renault Safrane Manoir 2.1 dT,Renault Safrane,Renault,25.854,N.A.,hatchback,4734,1443,1818,1416,187 g/km,2010,diesel,5,5,5,front,80,6.9,177,474,ohc,2068,66,Benjamin Richardson,Bank Transfer,23.34,6/30/2022
Toyota RAV4 2.0 16v VVT-i Linea Luna 4WD,Toyota RAV4,Toyota,33.765,G,suv/crossover,4265,1715,1735,1280,224 g/km,2010,petrol,5,4,5,front+rear,57,9.3,175,545,dohc,1998,110,Brian Torres,Bank Transfer,34.8,10/13/2023
Volkswagen Golf 1100 L,Volkswagen Golf,Volkswagen,8.334,N.A.,hatchback,3815,1410,1610,775,187 g/km,2010,petrol,5,4,5,front,40,8.5,140,465,ohc,1093,37,Marilyn Wong,Credit Card,9.3,7/23/2025
Jaguar XF Sportbrake 20d AWD Chequered Flag,Jaguar XF Sportbrake,Jaguar,80.865,F,stationwagon,4954,1496,1880,1770,132 g/km,2010,diesel,5,8,5,front+rear,66,5.7,219,605,dohc,1999,0,Brian Diaz,Credit Card,92.97,4/10/2021
BMW 520d Touring Executive,BMW 5-serie Touring,BMW,58.34,E,stationwagon,4907,1462,1860,1690,139 g/km,2010,diesel,5,8,5,rear,70,5.3,220,675,dohc,1995,135,Daniel Cobb,Cash,60.64,7/17/2019
Seat Ibiza 1.6i 100hp Slalom,Seat Ibiza,Seat,14.972,N.A.,hatchback,3853,1422,1640,980,187 g/km,2010,petrol,3,5,5,front,45,7.8,188,485,ohc,1595,74,Scott Porter,Cash,16.99,2/17/2024
Opel Vectra 1.7 TD GLS,Opel Vectra,Opel,18.9,N.A.,hatchback,4352,1400,1706,1145,187 g/km,2010,diesel,5,5,5,front,61,6.1,176,565,ohc,1686,60,Amanda Davis,Credit Card,17.44,10/8/2020
Peugeot Partner Tepee XT 1.6 e-HDi 92hp,Peugeot Partner Tepee,Peugeot,26.95,G,mpv,4380,1801,1810,1404,125 g/km,2010,diesel,5,6,5,front,60,4.8,165,636,ohc,1560,68,Matthew Chen,Cash,26.82,11/16/2020
Mazda CX-5 SkyActiv-G 2.0 TS+,Mazda CX-5,Mazda,32.09,C,suv/crossover,4540,1710,1840,1285,139 g/km,2010,petrol,5,6,5,front,56,6,200,645,dohc,1997,121,Denise Johnson,Credit Card,29.57,10/17/2018
Volkswagen Golf Sportsvan 1.4 TSI 150hp Business Edition,Volkswagen Golf Sportsvan,Volkswagen,31.55,C,mpv,4338,1578,1807,1291,127 g/km,2010,petrol,5,6,5,front,50,5.5,212,589,dohc,1395,110,James Acosta,Cash,30.68,1/14/2021
