Buyer,Order_Date,Age,Gender,Income,loyalty_score,Location,PreviousCarOwnership,Purpose_of_Buying,Preference,Index
Sean Watson,2/6/2020,50,Male,5175,4,Central,3,Service,cabriolet,B_2102
Jacqueline Nguyen,1/16/2024,32,Female,9651,1,Central,2,Family,hatchback,B_2103
Leon Blair,9/18/2024,65,Male,8033,6,South,3,Business,stationwagon,B_2104
Diane Gonzalez,3/9/2021,54,Female,8933,10,South,3,Family,sedan,B_2105
Joann White PhD,8/16/2022,28,Female,9309,8,North,4,Family,hatchback,B_2106
Andrew Garrison,10/1/2021,38,Male,9564,8,South,3,Family,hatchback,B_2107
Robin Gross,2/28/2021,31,Female,4852,4,South,2,Family,coupe,B_2108
Bradley Vega,12/22/2020,25,Male,2047,1,Central,1,Business,sedan,B_2109
Wesley Elliott,11/20/2020,62,Male,9600,2,Central,1,Family,hatchback,B_2110
Kathy Murphy,8/14/2020,59,Male,2005,7,North,1,Family,hatchback,B_2111
Zachary Ward,10/26/2024,27,Male,5984,3,North,2,Business,mpv,B_2112
Michele Hill,6/20/2025,24,Male,591,2,South,0,Family,sedan,B_2113
Shari Matthews,5/29/2022,22,Female,4652,9,Central,1,Personal,stationwagon,B_2114
Eric Larsen,8/2/2024,65,Male,1792,10,South,2,Business,van,B_2115
Jamie Monroe,12/30/2022,20,Female,524,2,South,1,Family,hatchback,B_2116
Natasha Mccoy,7/18/2025,45,Female,4496,3,Central,1,Family,hatchback,B_2117
Matthew Gonzalez,12/16/2018,37,Female,7442,7,South,4,Business,sedan,B_2118
Tina Hicks,1/15/2024,60,Male,7686,8,North,4,Service,sedan,B_2119
David Mcmahon,9/3/2023,62,Male,8693,4,South,3,Family,coupe,B_2120
Steven Morales,1/6/2025,49,Female,5525,5,North,2,Personal,hatchback,B_2121
Sierra Johns,1/17/2022,50,Female,6680,9,Central,4,Personal,hatchback,B_2122
Tiffany Pacheco,3/19/2019,39,Male,9349,4,Central,1,Personal,stationwagon,B_2123
Patricia Daniels,9/30/2024,38,Male,2308,10,North,3,Family,suv/crossover,B_2124
Mathew Jackson,4/13/2020,64,Female,737,7,North,1,Personal,hatchback,B_2125
Shannon Robinson,4/11/2022,41,Male,5595,3,Central,3,Business,stationwagon,B_2126
John Franco,2/8/2019,40,Male,697,4,Central,2,Personal,mpv,B_2127
Sharon Allen,12/10/2022,59,Male,2957,5,South,0,Business,cabriolet,B_2128
Dr. Paul Schneider,9/12/2023,42,Male,543,4,South,0,Personal,hatchback,B_2129
Stephanie Dunn,3/18/2025,27,Female,9975,3,Central,3,Family,sedan,B_2130
Kevin Smith,6/30/2025,62,Female,6329,9,North,1,Personal,hatchback,B_2131
Molly Choi,8/29/2020,40,Female,4030,6,North,3,Personal,hatchback,B_2132
John Flynn,1/26/2023,47,Female,9558,10,North,2,Personal,stationwagon,B_2133
Kimberly Morton,1/26/2021,42,Male,3667,9,North,5,Personal,mpv,B_2134
Tanya Moore,11/23/2024,31,Male,8530,7,South,2,Personal,hatchback,B_2135
Albert Lara,12/7/2018,53,Male,8169,8,South,4,Business,sedan,B_2136
Jennifer Bell,11/5/2023,28,Female,5608,1,Central,3,Business,sedan,B_2137
Danielle Baldwin,4/15/2019,30,Male,7670,4,South,1,Service,stationwagon,B_2138
Victoria Cardenas,9/22/2018,56,Female,2190,2,South,2,Family,mpv,B_2139
Hunter Kirby,9/20/2019,34,Male,8334,9,Central,4,Personal,hatchback,B_2140
Cameron Nelson,10/18/2020,47,Male,1874,8,Central,2,Family,cabriolet,B_2141
Samantha Miller,8/13/2025,58,Female,6646,2,South,2,Personal,stationwagon,B_2142
Andrew Brewer,12/24/2023,34,Male,9011,9,North,4,Family,stationwagon,B_2143
Jeff Hall,6/28/2020,25,Female,2174,8,North,1,Family,coupe,B_2144
Faith Larsen,5/20/2020,32,Female,5128,1,Central,4,Personal,sedan,B_2145
Andrea Cannon,10/19/2020,53,Male,7304,5,North,4,Family,stationwagon,B_2146
Michael Hernandez MD,7/25/2020,57,Female,7795,3,North,3,Service,hatchback,B_2147
Martin Taylor,1/28/2025,27,Male,9209,9,North,2,Family,mpv,B_2148
David Cochran,11/19/2021,63,Male,1558,6,Central,0,Personal,suv/crossover,B_2149
Henry Peterson,12/10/2018,60,Male,608,5,Central,2,Personal,hatchback,B_2150
Bailey Larson,7/26/2023,40,Female,6467,6,North,5,Family,sedan,B_2151
David King,11/15/2021,33,Male,7652,8,South,4,Service,sedan,B_2152
Patty Strong,12/9/2022,28,Male,2264,9,Central,2,Family,suv/crossover,B_2153
Thomas Hebert,7/9/2021,34,Male,3623,9,South,3,Business,sedan,B_2154
Tiffany Richardson,11/23/2020,48,Male,2263,2,Central,1,Family,hatchback,B_2155
Andrea Shaw,1/17/2023,38,Female,9880,10,Central,4,Business,stationwagon,B_2156
Daisy Barrett,4/10/2019,62,Female,7364,5,North,3,Personal,suv/crossover,B_2157
Andrew Smith,11/22/2020,62,Male,7255,1,North,1,Family,sedan,B_2158
Walter Francis,12/11/2018,61,Female,9982,8,South,4,Personal,sedan,B_2159
Michael Bowers,3/21/2019,61,Female,5201,5,Central,3,Personal,stationwagon,B_2160
Dylan Sharp,12/5/2020,65,Male,9578,7,Central,3,Service,sedan,B_2161
Jacqueline Cole,7/10/2020,22,Female,1449,2,Central,2,Family,suv/crossover,B_2162
Jessica Ortiz,7/16/2020,61,Male,4132,4,North,4,Business,sedan,B_2163
Megan Moss,10/12/2023,58,Male,2670,3,Central,0,Personal,stationwagon,B_2164
Laura Mason,6/30/2025,61,Female,8932,1,Central,4,Business,hatchback,B_2165
Bradley Smith,8/3/2021,48,Female,2716,1,South,1,Business,sedan,B_2166
Courtney English,5/21/2021,44,Male,8781,7,South,3,Family,hatchback,B_2167
Theresa Brady,1/10/2023,35,Male,4124,1,Central,4,Family,suv/crossover,B_2168
Ronald Hernandez,2/2/2025,64,Female,7694,7,North,4,Business,stationwagon,B_2169
Amy Gomez,10/9/2018,24,Female,9631,9,North,1,Business,suv/crossover,B_2170
Hannah Burke,12/24/2020,41,Female,2413,2,Central,0,Personal,sedan,B_2171
Jennifer Rodriguez,11/20/2020,51,Male,902,9,Central,0,Family,hatchback,B_2172
Rebecca Hicks,8/19/2024,26,Male,4222,8,North,3,Personal,hatchback,B_2173
Kimberly Lowery,12/6/2018,60,Female,8760,1,North,2,Family,suv/crossover,B_2174
Nicole Kirk,10/27/2018,31,Male,4766,2,North,2,Personal,mpv,B_2175
Melissa Johnson,3/7/2022,22,Female,1281,5,North,1,Personal,sedan,B_2176
Justin Morales,9/25/2023,52,Male,6993,7,South,4,Business,sedan,B_2177
Matthew Sanchez,5/1/2024,65,Female,7643,3,Central,2,Business,hatchback,B_2178
Allen Bradley,6/18/2020,20,Female,3542,6,South,3,Personal,hatchback,B_2179
Bradley Meyers,10/23/2018,31,Female,3292,7,South,2,Service,sedan,B_2180
Barbara Brown,8/19/2023,30,Female,7383,6,Central,5,Service,mpv,B_2181
John Thornton,12/19/2022,53,Female,3414,10,North,4,Family,suv/crossover,B_2182
Daniel Rivera,4/20/2021,40,Male,5051,7,Central,3,Business,hatchback,B_2183
Patrick Johnson,2/8/2024,24,Male,5882,9,Central,3,Family,hatchback,B_2184
Cynthia Briggs,3/2/2023,21,Female,8665,8,North,3,Family,sedan,B_2185
Larry Parker,8/14/2020,45,Male,2780,8,Central,1,Personal,hatchback,B_2186
Cindy Ford,2/18/2024,36,Female,8885,7,Central,5,Family,sedan,B_2187
Richard Anderson,12/14/2018,34,Male,4878,1,Central,3,Business,stationwagon,B_2188
Adam Hunter,1/20/2024,35,Female,4109,5,Central,4,Family,stationwagon,B_2189
Charles Ryan,4/14/2022,59,Female,7404,8,South,1,Service,hatchback,B_2190
Julia Ramos,10/18/2022,57,Female,2355,6,Central,2,Family,stationwagon,B_2191
Steven Edwards,3/16/2021,50,Male,3747,10,North,3,Family,sedan,B_2192
Denise Vasquez,11/15/2024,43,Female,8711,8,Central,3,Personal,suv/crossover,B_2193
Sandra Vaughan,7/24/2024,23,Male,4490,9,South,3,Personal,hatchback,B_2194
Robert Mcmillan,3/27/2023,57,Female,9638,1,South,2,Family,coupe,B_2195
Shannon Huffman,8/26/2023,55,Male,2112,8,North,2,Personal,hatchback,B_2196
Brian Jones,7/17/2024,43,Female,4821,1,South,3,Family,mpv,B_2197
Amber Lopez,8/28/2023,49,Female,1878,2,South,2,Business,stationwagon,B_2198
Carlos Baxter,11/13/2020,49,Male,1608,1,South,2,Personal,hatchback,B_2199
Tanya Stewart,3/28/2021,59,Male,2607,4,South,1,Business,sedan,B_2200
Angela Garrett MD,3/22/2021,45,Male,7428,10,South,3,Personal,cabriolet,B_2201
Larry Smith,3/19/2023,60,Female,9046,7,North,2,Personal,sedan,B_2202
Janice Bennett,9/17/2025,22,Female,2515,6,South,3,Family,sedan,B_2203
Nicole Perry,3/11/2021,56,Female,4149,7,Central,4,Family,van,B_2204
Ryan Nelson,12/2/2024,31,Male,3169,2,South,2,Business,mpv,B_2205
Mary Thompson,7/9/2024,57,Female,7004,2,North,5,Business,stationwagon,B_2206
Taylor Hawkins,8/6/2025,27,Male,6761,1,North,3,Business,hatchback,B_2207
Maria Lindsey,1/9/2019,30,Female,9832,2,South,3,Business,hatchback,B_2208
Robin Castro,8/6/2024,51,Female,3355,1,North,5,Family,stationwagon,B_2209
Linda Hudson,6/29/2022,31,Female,6655,1,Central,4,Service,sedan,B_2210
Aaron Jimenez,4/17/2019,43,Female,6661,5,Central,4,Service,hatchback,B_2211
Brooke Smith,4/14/2024,63,Female,6440,5,Central,3,Business,hatchback,B_2212
Jennifer Miles,11/7/2024,44,Female,2173,8,Central,0,Personal,suv/crossover,B_2213
William Johnson,6/30/2024,31,Female,4212,6,South,5,Personal,stationwagon,B_2214
Allison Hunter,7/26/2019,60,Male,2622,1,Central,1,Family,sedan,B_2215
Jason Rosales,10/28/2021,33,Female,9487,3,South,3,Business,sedan,B_2216
Sandra Chan,8/28/2019,55,Female,5924,8,South,2,Business,hatchback,B_2217
Ms. Becky Kim,12/13/2018,47,Male,617,7,North,0,Personal,stationwagon,B_2218
Lori Williams,11/29/2018,21,Male,1846,4,North,2,Business,hatchback,B_2219
Arthur Wells,10/16/2024,29,Male,5473,7,South,2,Business,sedan,B_2220
Dustin Ford,6/21/2023,40,Female,9980,10,South,2,Personal,mpv,B_2221
Daniel Rodriguez,4/10/2025,31,Female,8069,2,North,1,Family,sedan,B_2222
Madison Price,8/18/2019,42,Female,9263,3,South,4,Family,stationwagon,B_2223
David Floyd,4/28/2025,62,Female,9612,4,North,2,Business,mpv,B_2224
Heather Wolfe,7/23/2020,44,Male,4207,7,North,3,Family,sedan,B_2225
Justin Gray,7/17/2024,40,Female,842,9,Central,0,Personal,hatchback,B_2226
Ryan Long,9/30/2018,60,Female,3156,2,North,3,Family,stationwagon,B_2227
Katherine Williams,2/8/2020,36,Female,889,10,North,1,Personal,mpv,B_2228
Sharon Golden,9/30/2023,65,Male,1900,2,North,2,Personal,hatchback,B_2229
Jose Keller,10/19/2022,40,Female,4999,1,Central,1,Family,suv/crossover,B_2230
Spencer Ortiz,6/7/2020,38,Female,8712,1,Central,1,Family,sedan,B_2231
Phillip Martinez,7/23/2019,29,Male,6011,2,South,3,Family,sedan,B_2232
Mary Brown,2/6/2019,33,Female,6096,5,Central,2,Family,mpv,B_2233
Barry Webster,1/5/2025,51,Female,5719,3,Central,3,Service,cabriolet,B_2234
John Reynolds,2/19/2021,55,Male,9089,4,North,2,Family,sedan,B_2235
Mike Armstrong,6/10/2021,59,Male,4255,4,South,2,Business,coupe,B_2236
Zachary Hardy,5/6/2020,26,Female,9124,9,North,1,Family,hatchback,B_2237
Katherine Brewer,5/18/2019,57,Male,5401,7,South,5,Business,hatchback,B_2238
Kimberly Villarreal,11/13/2021,60,Male,9513,4,North,2,Personal,suv/crossover,B_2239
Raymond Robinson,9/12/2021,56,Female,9043,4,North,3,Business,hatchback,B_2240
Connor Williams,4/25/2019,61,Female,1907,5,Central,2,Family,hatchback,B_2241
Ann Walker,11/21/2022,59,Male,6596,2,North,4,Family,stationwagon,B_2242
Gina Perry,10/21/2024,56,Male,1807,8,South,1,Family,hatchback,B_2243
Robert Alvarado,9/19/2019,30,Male,1715,6,South,2,Business,sedan,B_2244
Michael Khan,4/8/2024,65,Female,1761,4,North,2,Family,hatchback,B_2245
Melissa Williams,10/5/2022,65,Female,7991,9,Central,2,Family,stationwagon,B_2246
Charlotte Jacobson,3/11/2020,63,Female,2544,4,North,0,Business,mpv,B_2247
Christopher Diaz,11/11/2020,30,Male,1735,1,North,2,Business,hatchback,B_2248
Kimberly Moses,5/22/2022,52,Male,6422,8,North,2,Personal,stationwagon,B_2249
Marissa Schmitt,3/11/2020,48,Female,7729,6,North,5,Service,cabriolet,B_2250
Jeremy Hernandez,4/7/2024,22,Male,5880,8,Central,2,Business,mpv,B_2251
Jessica Huber,7/12/2023,50,Male,3110,1,North,2,Family,hatchback,B_2252
Sue Lane,9/5/2025,20,Female,4794,10,North,2,Business,coupe,B_2253
Sylvia Smith,2/7/2022,20,Male,7983,5,South,2,Service,cabriolet,B_2254
Megan Gibson,7/7/2025,51,Female,7588,8,North,3,Service,sedan,B_2255
Michael Young,11/24/2023,26,Female,3412,9,North,3,Business,hatchback,B_2256
James Hartman,10/13/2020,28,Male,6092,5,North,5,Personal,hatchback,B_2257
Jason Morales,5/10/2022,37,Female,5352,7,Central,4,Service,suv/crossover,B_2258
Lori Thompson,4/28/2023,42,Female,4184,9,South,3,Service,sedan,B_2259
Deborah Zamora,2/17/2023,36,Female,8028,9,South,3,Service,hatchback,B_2260
Walter Martinez,3/20/2019,29,Male,5846,2,South,2,Business,hatchback,B_2261
Steven Dominguez,6/2/2022,21,Female,8121,9,North,4,Business,sedan,B_2262
Linda Lyons,5/10/2021,63,Male,6401,2,South,2,Business,coupe,B_2263
Casey Vance,1/29/2019,44,Female,9346,10,South,4,Family,stationwagon,B_2264
Terry Kidd,12/3/2021,24,Male,5688,9,Central,2,Personal,suv/crossover,B_2265
Lisa Rose,4/21/2019,54,Female,5503,2,South,2,Personal,hatchback,B_2266
Eric Hill DVM,6/21/2021,54,Male,7597,10,South,5,Family,cabriolet,B_2267
Jorge Lee,11/9/2021,41,Male,8322,10,North,3,Family,sedan,B_2268
Kimberly Dixon DDS,6/12/2025,32,Female,1440,10,North,0,Family,suv/crossover,B_2269
Gary Graham,12/9/2023,20,Female,7452,2,North,3,Business,mpv,B_2270
Gary Cox,11/2/2022,64,Male,8018,4,Central,3,Family,stationwagon,B_2271
Earl Edwards,12/15/2021,54,Male,5083,8,North,2,Family,sedan,B_2272
Kathryn Beck,9/14/2021,36,Male,6937,9,North,2,Service,cabriolet,B_2273
Steven Morgan,2/14/2019,57,Female,4069,3,Central,5,Service,stationwagon,B_2274
Terry Noble,3/29/2023,22,Female,3132,6,Central,3,Personal,van,B_2275
Michael Malone,8/20/2020,37,Male,8894,9,Central,3,Business,hatchback,B_2276
Patrick Curtis,8/24/2019,64,Female,7341,2,Central,3,Business,sedan,B_2277
Susan Hansen,2/11/2024,64,Female,6306,5,North,3,Family,mpv,B_2278
Meghan Stone,12/16/2022,65,Male,3237,5,Central,2,Service,mpv,B_2279
Ashley Elliott,8/1/2020,54,Male,1919,10,North,1,Family,hatchback,B_2280
Kevin Paul,8/14/2024,57,Male,8342,5,South,3,Business,hatchback,B_2281
Kerry Grant,4/20/2024,55,Male,8826,10,North,2,Family,hatchback,B_2282
Robert Jackson,1/5/2019,35,Male,3972,1,South,3,Personal,hatchback,B_2283
Melissa Weiss,6/24/2019,54,Female,5165,1,North,3,Family,mpv,B_2284
Jack Avila DDS,2/12/2020,37,Female,3422,4,Central,3,Service,stationwagon,B_2285
Carrie Adkins,9/17/2023,42,Male,2413,4,Central,1,Personal,suv/crossover,B_2286
Carla Montgomery,6/26/2025,49,Female,4836,6,Central,3,Business,hatchback,B_2287
Michael Campbell,12/13/2018,50,Female,6528,7,North,3,Family,stationwagon,B_2288
Holly Greene,1/30/2020,49,Female,2914,1,South,0,Business,sedan,B_2289
Jeff Walker,11/15/2020,59,Male,9069,1,North,1,Service,hatchback,B_2290
Mr. Alexander Park,1/9/2025,39,Female,4259,1,South,1,Personal,sedan,B_2291
Cynthia Friedman,11/16/2024,38,Male,6076,4,Central,4,Business,stationwagon,B_2292
Jason House,9/7/2021,24,Female,3843,2,North,2,Service,sedan,B_2293
James Washington,7/5/2020,35,Male,5024,10,Central,2,Service,hatchback,B_2294
Michael Woods,7/19/2023,63,Female,2129,9,Central,2,Business,sedan,B_2295
Christopher Harris,1/7/2023,28,Female,1240,10,Central,2,Personal,hatchback,B_2296
Michelle Manning,8/3/2025,21,Male,7150,7,Central,1,Personal,stationwagon,B_2297
Cynthia Thompson,12/20/2020,23,Female,6331,1,South,3,Family,sedan,B_2298
Brooke Wright,2/27/2025,28,Female,6474,1,North,4,Service,suv/crossover,B_2299
Nicole Cole,10/29/2018,27,Female,8522,2,South,4,Family,stationwagon,B_2300
Michelle Carr,4/30/2023,56,Female,8130,3,North,4,Personal,stationwagon,B_2301
Jennifer Cook DDS,2/25/2022,37,Male,3113,7,North,4,Service,hatchback,B_2302
Darrell Chavez,11/21/2022,41,Male,3311,5,South,4,Service,hatchback,B_2303
Nancy Simpson,12/15/2020,43,Male,1287,7,North,1,Personal,mpv,B_2304
Vincent Ferguson,12/13/2022,20,Female,7329,1,South,2,Business,hatchback,B_2305
Amanda Gonzalez,3/7/2022,64,Female,6988,9,South,5,Service,sedan,B_2306
Steven Coleman,7/14/2019,32,Male,4385,10,South,2,Personal,coupe,B_2307
Daniel Ward,8/25/2019,20,Male,3826,4,South,2,Personal,hatchback,B_2308
Paula Gordon,7/25/2020,45,Male,7429,7,North,3,Personal,stationwagon,B_2309
Mr. Thomas Houston,10/8/2021,60,Male,1177,4,North,2,Personal,stationwagon,B_2310
Christopher Rogers,2/20/2020,43,Male,7918,7,Central,4,Business,sedan,B_2311
Michael Holland,5/4/2024,33,Female,6283,2,North,5,Business,hatchback,B_2312
Amber Pruitt,5/25/2021,63,Female,7011,4,North,1,Personal,mpv,B_2313
Amy Myers,1/8/2025,59,Female,9080,5,South,1,Business,sedan,B_2314
Nicole Mcmillan,11/1/2022,36,Male,3863,6,North,5,Personal,mpv,B_2315
Jennifer Spencer,12/4/2024,49,Male,3601,2,Central,3,Service,sedan,B_2316
Larry Bryant,1/25/2021,35,Male,1644,3,South,1,Family,sedan,B_2317
Richard Garcia,2/14/2025,25,Male,2781,4,Central,0,Business,hatchback,B_2318
Todd Jacobs,6/26/2025,58,Male,4538,6,South,4,Business,mpv,B_2319
Eric Spencer,6/11/2024,33,Male,1280,1,Central,0,Personal,hatchback,B_2320
Keith Johnson,3/8/2023,27,Female,6585,5,Central,5,Business,coupe,B_2321
Christopher Miller,7/21/2019,55,Female,4589,6,South,3,Family,stationwagon,B_2322
Gregory Powell,7/27/2021,47,Female,2177,6,North,2,Business,coupe,B_2323
Kari Jackson,2/10/2019,51,Male,5840,1,Central,3,Personal,sedan,B_2324
Dustin Mendoza,11/6/2019,38,Female,3935,6,North,2,Service,stationwagon,B_2325
Michael Lewis,4/27/2025,31,Female,8076,1,South,3,Personal,sedan,B_2326
John Newton,3/7/2019,63,Female,2144,7,Central,1,Family,stationwagon,B_2327
Wendy Brady,6/13/2023,50,Female,6898,2,Central,2,Personal,cabriolet,B_2328
Frank Gonzalez,11/12/2018,35,Female,4427,10,Central,3,Service,coupe,B_2329
Austin Hart,4/21/2020,25,Female,9875,1,North,3,Service,sedan,B_2330
David Parks,8/16/2024,63,Male,5599,4,North,3,Service,hatchback,B_2331
Jesus Mitchell,5/10/2023,34,Female,5989,8,North,1,Service,hatchback,B_2332
Caleb Myers,3/7/2023,32,Male,6932,10,South,2,Personal,hatchback,B_2333
John Randolph,7/13/2022,45,Male,6571,8,Central,2,Personal,stationwagon,B_2334
Dr. Richard Pittman,3/15/2024,27,Male,1465,9,Central,2,Family,mpv,B_2335
Jessica Wilson,3/4/2025,21,Female,6190,3,North,5,Family,sedan,B_2336
Joseph Rose,3/5/2023,59,Male,8359,8,North,2,Family,suv/crossover,B_2337
David Roberts,10/22/2024,41,Female,1255,3,South,3,Personal,stationwagon,B_2338
Heather Beck,10/1/2022,60,Male,3393,6,North,2,Personal,van,B_2339
Barbara Houston,7/14/2021,38,Female,5805,4,North,2,Business,suv/crossover,B_2340
Justin Flores,9/15/2020,49,Male,8309,7,Central,3,Business,sedan,B_2341
Tammy Wilkinson,3/6/2021,37,Female,9362,5,South,3,Business,sedan,B_2342
James Smith,9/7/2024,59,Male,3718,2,South,4,Family,sedan,B_2343
Katie Hogan,3/16/2019,38,Male,1159,8,Central,1,Family,hatchback,B_2344
Chase Espinoza,4/11/2024,58,Male,2282,3,North,1,Family,stationwagon,B_2345
Richard Davis,6/7/2023,58,Female,5701,7,North,3,Service,stationwagon,B_2346
Todd Thomas,8/9/2022,53,Male,4650,10,North,3,Family,hatchback,B_2347
Rhonda Bradley,3/21/2021,34,Female,7006,2,Central,3,Service,mpv,B_2348
Christopher Juarez,4/2/2019,24,Male,2574,6,North,0,Personal,cabriolet,B_2349
Sydney Hunt,11/16/2021,22,Female,8673,7,Central,1,Service,stationwagon,B_2350
Samantha Ayala,12/27/2021,54,Male,9226,7,South,3,Business,stationwagon,B_2351
William Barnes,7/13/2024,55,Female,8604,4,South,4,Personal,van,B_2352
James Brown,8/21/2020,52,Female,786,10,North,1,Personal,hatchback,B_2353
Diana Brown,1/20/2022,25,Female,8553,8,Central,4,Family,hatchback,B_2354
Daniel Ward,11/8/2022,54,Female,7111,6,South,3,Family,hatchback,B_2355
Danielle May,6/26/2024,32,Female,7412,2,North,3,Service,hatchback,B_2356
Jeffrey Elliott,7/23/2025,40,Male,8669,2,Central,2,Family,stationwagon,B_2357
Austin Burnett,6/7/2021,56,Female,7886,10,South,2,Family,stationwagon,B_2358
Chelsea Williams,10/25/2019,26,Female,4479,9,Central,1,Personal,hatchback,B_2359
Thomas Rose,1/23/2025,56,Female,9193,3,Central,2,Business,hatchback,B_2360
John Carr,1/21/2025,50,Female,8617,10,North,3,Family,hatchback,B_2361
Laura Mendoza,2/27/2025,47,Male,4718,6,South,4,Service,hatchback,B_2362
Maria King,12/1/2022,26,Female,7357,9,North,3,Service,hatchback,B_2363
Christina Patel,9/28/2020,51,Female,5424,10,North,1,Business,stationwagon,B_2364
Lisa Curtis,8/10/2019,30,Female,7359,9,South,3,Personal,sedan,B_2365
Monica Hoffman,9/17/2022,39,Male,6768,9,North,3,Business,stationwagon,B_2366
Marcus Garza,3/26/2023,56,Female,1925,1,South,2,Business,sedan,B_2367
Angela Davis,3/12/2022,50,Male,2578,10,North,2,Family,hatchback,B_2368
Lawrence Davila,10/30/2023,46,Female,9131,7,South,2,Business,suv/crossover,B_2369
Darren Brown,9/10/2021,20,Male,5451,6,North,2,Family,suv/crossover,B_2370
Stephen Harris,3/21/2023,26,Male,1579,10,North,1,Personal,mpv,B_2371
Emma Brown,10/17/2019,61,Female,3120,7,South,3,Family,hatchback,B_2372
Virginia Washington,4/21/2020,60,Female,2650,9,Central,1,Family,suv/crossover,B_2373
Felicia Gutierrez,7/5/2020,40,Female,8047,5,North,2,Service,sedan,B_2374
Dorothy Luna,6/20/2021,42,Male,9846,2,South,1,Business,stationwagon,B_2375
Raymond Carpenter,9/8/2025,56,Male,1542,6,North,2,Family,hatchback,B_2376
John Blevins,11/20/2022,21,Male,995,2,Central,0,Family,van,B_2377
Cesar Cortez,5/4/2024,34,Male,1795,8,Central,0,Personal,van,B_2378
Joshua Mann,8/22/2019,43,Female,9566,2,Central,3,Family,sedan,B_2379
Edward Moore,1/24/2025,20,Female,7631,7,South,2,Business,cabriolet,B_2380
Kevin Gross,1/19/2021,59,Male,3881,4,Central,3,Business,hatchback,B_2381
Isaac Hernandez,11/4/2021,23,Male,6359,8,North,3,Personal,hatchback,B_2382
Xavier Lopez,7/15/2019,63,Male,3296,2,South,3,Service,hatchback,B_2383
Pamela Mcbride,8/13/2019,28,Female,8895,4,South,2,Business,hatchback,B_2384
Andrew Johnson,8/21/2024,22,Male,3351,9,North,4,Service,stationwagon,B_2385
Alejandro Davis,8/16/2023,31,Male,1890,6,North,1,Family,bus,B_2386
Austin Soto,8/31/2025,42,Female,6012,3,South,3,Service,hatchback,B_2387
Robert Combs,3/19/2023,39,Male,2962,2,South,3,Business,cabriolet,B_2388
Mark Powell,12/18/2024,52,Female,3254,2,North,3,Family,sedan,B_2389
Darrell Oliver,1/7/2023,29,Female,4786,10,North,2,Business,mpv,B_2390
Anna Wright,7/17/2020,31,Male,2880,7,Central,2,Personal,stationwagon,B_2391
Jennifer Adams,2/1/2020,39,Male,5073,1,South,3,Service,coupe,B_2392
